text,label
"资本充足率对于银行的业务拓展至关重要，如果缺乏持续有效的资本补充机制，将难以支持未来的战略发展。随着在A 股成功上市，上海农商银行可获得发行优先股、可转换债券等融资工具的资质，并可以面向各类投资者募集资金。通过与资本市场的有效衔接，可以进一步丰富资本补充方式，建立起持续有效的多层次、多渠道资本补充机制，提升融资的便捷程度，打破资本瓶颈的约束。因此，此次IPO顺利上市后，上海农商银行的内在价值将大幅提升。

通过以上分析可以发现，在风险状况方面，上海农商银行的资产质量指标优于行业平均水平，一个重要原因是该行自身的风险管理策略稳健。同时，一般情况下区域性银行受地域集中度的影响比较大，但上海经济环境发达，有多元化的产业结构，在很大程度上缓解了该行的区域集中度风险，从而彰显出独特的投资价值



作者：公子豹
链接：https://xueqiu.com/9210717241/190099182
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"近日，晶科能源荣获国际独立第三方检测、检验和认证机构德国莱茵TÜV大中华区（以下简称“TÜV莱茵”）颁发的碳足迹证书。晶科能源本次获证产品为两款主打光伏组件产品，Tiger 系列163和Tiger Pro系列182组件。

在此次项目中，TÜV莱茵专家团队覆盖了能源管理、生命周期分析、材料应用以及供应链管理等多个领域，针对“从摇篮到大门”的产品生命周期各个阶段，结合国内和国际供应链趋势，对晶科能源的两款光伏组件进行了碳足迹核查。



作者：晶科能源
链接：https://xueqiu.com/1176494655/201319903
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"2021年，南昌印钞有限公司印钞工房荣获“国家三星级绿色工业建筑（运行标识）”。从住房和城乡建设部和江西省住建厅获悉，南昌印钞有限公司印钞工房为江西省和行业内首个获得三星级绿色建筑运行标识的工业建筑。

该项目从节地与可持续发展场地、节能与能源利用、节水与水资源利用、节材与材料资源利用、室外环境与污染物控制、室内环境与职业健康、运行管理、技术进步与创新八个方面指标进行认证。目前全国取得运行标识的绿色建筑比例不足10%，高星级绿色工业建筑更是凤毛麟角。此次，南昌印钞工房获得最高等级的绿色建筑运行标识，不仅是因为项目进行了高质量设计施工建造，采用先进绿色低碳技术和设备，更重要的是进行了高水平运营管理，成为名副其实的绿色建筑。



作者：标准排名
链接：https://xueqiu.com/9609507785/230823185
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"普惠金融指立足机会平等要求和商业可持续原则，通过加大政策引导扶持、加强金融体系建设、健全金融基础设施，以可负担的成本为有金融服务需求的社会各阶层和群体提供适当的、有效的金融服务，并确定农民、小微企业、城镇低收入人群和残疾人、老年人等其他特殊群体为普惠金融服务对象。

作者：用户5018012912
链接：https://xueqiu.com/5018012912/124239174
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"经查实，2016年10月份，该企业未经批准、擅自在麻章镇郭家村西侧的土地上建设建设混合结构房和铁架棚房用作洗衣工厂，经湛江市国土资源测绘院测量，并由你公司确认,实际占地面积2374.98平方米，其中建筑面积2372.5平方米。该宗用地地类为林地，不符合麻章镇土地利用总体规划。湛江市麻章区佳恒洗衣有限公司未经批准、擅自在集体土地上进行非农建设的行为，违反了《中华人民共和国土地管理法》第四十三条、第四十四条的规定，构成非法占用土地的违法事实。



作者：罚与法
链接：https://xueqiu.com/5661631344/231236474
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"近期，永泰能源（600157.SH）旗下张家港沙洲电力有限公司（简称""沙洲电厂""）为丰富职工子女暑假生活，帮助员工建立和谐良好的亲子关系，工会组织了职工子女进厂参观体验活动。

作者：永泰能源(SH600157)
链接：https://xueqiu.com/S/SH600157/230007923
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
" 深圳瑞捷（300977.SZ）8月9日在投资者互动平台表示，公司积极响应国家“双碳”目标，紧跟绿色建筑发展新趋势，积极探索研究第三方在绿色建筑发展与监督机制中的作用，公司目前已成立了绿色建筑、健康建筑、装配式建筑研究团队，并持续加大研发投入，已进行试评估。此外，公司还参编《深圳市绿色建筑设计标准》《建筑外墙外保温工程质量保险规程》等与建筑节能、绿色建筑相关的标准。牵头申报的住建部2021年科学技术计划项目“放管服改革下绿色建筑与建筑节能发展与监管机制研究”于2021年6月正式通过立项，就第三方在绿色建筑发展与监督机制中的作用展开研究，并构建绿色健康评估体系。

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/227546463
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"作为构筑绿色竞争力的关键支撑，旭辉将可持续发展理念纳入融资机制，推动企业成长和可持续发展的正向循环。

2021年5月，旭辉发行第二笔规模为5亿美元的绿色债券，其中3.5亿美元为5.25年期，利率4.45%；1.5亿美元年期为7年，利率4.80%，创下公司境外美元债发行最长期限记录。该笔绿色债券也获得标普绿色债券E1/86分，继2020年首笔5亿美元绿色债券后，再次获得最高评级的殊荣。



作者：旭辉集团
链接：https://xueqiu.com/5886859254/227185902
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"联想还特别关注到产品在使用阶段的温室气体排放，因为产品70-80%的环境影响，是在消费者使用过程中产生的。自 2008 年以来，联想已经减少了3240吨的包装重量消耗；到2025/26财年，将有90%的PC和60%的智能手机包装将由可回收材料制成。



作者：联想集团官方账号
链接：https://xueqiu.com/6924528856/221792929
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"智通财经APP讯，四维图新(002405.SZ)发布公告，公司的参股公司北京六分科技有限公司(以下简称“六分科技”)为快速发展业务，充分调动核心经营管理及技术团队、骨干员工的积极性，留住人才、激励人才，拟实施多元化员工持股，通过由符合条件的持股对象认缴预留份额的方式实施。

本次交易前，公司持有六分科技34.48%股权，为第一大股东，六分科技为公司联营企业。本次交易后，公司仍持有六分科技34.48%股权，六分科技仍为公司联营企业，未发生变化。本次交易构成关联交易。",1
"9月27日，合成生物公司“微构工场”宣布与餐饮用具提供商“恒鑫生活”达成战略合作，双方将基于PHA（聚羟基脂肪酸酯）与PLA（聚乳酸）材料的共混改性共同开发生物可降解材料，提升当前产品性能并推动产业化升级。此次合作将是PHA材料在商业落地方面的重要尝试。

作者：财经涂鸦
链接：https://xueqiu.com/6741233383/231821869
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"针对即将来临的复工、返程高峰，许多组织开始推行每日打卡，从而了解每个个体的身体状况，一方面防范风险，另一方面一旦发生疑似或确诊，以备数据追溯。北京宇信科技集团股份有限公司（下称“宇信科技”）为了更好地利用技术手段为抗击疫情尽绵薄之力，迅速组织技术力量牺牲假期、通过远程办公，短时间内开发出了“员工健康打卡”在线工具。在顺利通过内部测试后，2月5日起向社会免费提供。



作者：美通社
链接：https://xueqiu.com/1547221471/140653891
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
此外，报告还提到，对于没有二次使用价值的废旧电子产品，万物新生选择具有相关资质的处置机构进行环保处置，并全程监督其使用的处置技术、处置过程和最终的处置结果。2021年内，万物新生共回收并监督绿色处置废旧电子设备共计22.3万台，减少电子产品污染约35.7吨。,1
"以供电和能源运用为例，天津产业园将充分利用太阳能等清洁能源。三栋主体建筑之上将铺设2万平方米的分布式光伏发电板，年总发电量约263万度，能够满足园区展示中心全年用电需求；同时，产业园因地制宜，广泛设置离网型光伏产品，如光伏路灯、光伏感应垃圾箱等，为产业园碳减排发挥最大效能。此外，园区的雨水调蓄系统每年可节约5%的新鲜用水，余热回收系统据测算年回收能量约112万千瓦时，为园区的碳减排发挥最大的效应

作者：联想集团官方账号
链接：https://xueqiu.com/6924528856/232233730
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"《每日经济新闻》记者统计发现，女高管数量前十的行业（中信二级行业口径）分别是计算机软件、专用机械、其他化学制品Ⅱ、其他医药医疗、电气设备、环保及公用事业、汽车零部件Ⅱ、通用设备、房地产开发和运营、半导体。显然，这些行业都是朝阳产业，具有极大的潜力。女性也为这些热门行业带来了不一样的色彩

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/213345003
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"荣耀内部有一个绿色理念，就是“打造更前沿创新的科技产品，绝不以影响环境为代价”。电子产品的组成非常复杂，在生产过程中会包含一定的环境有害物质。为促进产品更好地回收，防止回收过程中的有毒物质排放，更为了防止废弃物焚烧导致的污染，荣耀从源头上就开始严格禁止有害物质的引入。在有害物质处理方面，荣耀严禁六大有害物质，每年投入上亿元主动消除潜在危害，目前已在所有手机、平板及可穿戴产品中实行，总计消除约2896吨有害物质或材料的使用，让人类的地球家园更安全、更宜居。



作者：易北辰
链接：https://xueqiu.com/4249380323/177802783
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"据了解，常州市生态环境局于 2021 年 9 月 2 日对常州锡联现场检查时发现，在生活污泥焚烧处理项目生产过程中，污泥破碎上料间和废水预处理设施运行过程中会有恶臭废气产生，废气需要接入生物滤池处理后通过排气筒排放。现场检查时污泥破碎上料间正在进行污泥破碎，废水预处理设施正在运行，配套的生物滤池引风机在运行，但生物滤池的两台水冲洗泵不在运行，大气污染防治设施不正常运行。该行为违反《中华人民共和国环境保护法》第四十二条第四款和《中华人民共和国大气污染防治法》第二十条第二款的规定。

　　依据《中华人民共和国大气污染防治法》第九十九条第(三)项规定，常州市生态环境局决定对常州锡联作出人民币 12 万元罚款的行政处罚。



作者：中国网财经
链接：https://xueqiu.com/9293278021/205088580
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"　2021年1月14日16时20分左右，位于驻马店高新技术产业开发区的河南顺达新能源科技有限公司在1#水解保护剂罐进行保护剂扒出作业时，发生一起窒息事故，造成4人死亡、3人受伤，直接经济损失约1010万元。

　　事故的直接原因是，作业人员违章作业，致使作业人员缺氧窒息晕倒，现场人员救援能力不足，组织混乱，导致事故扩大



作者：中国网财经
链接：https://xueqiu.com/9293278021/194772469
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"四川长虹（600839.SH）8月31日在投资者互动平台表示，公司产品有获得相关绿色产品证书。公司在生产过程中采用了大量的环保可回收材料，并通过环保产业链，将家电报废后产生的可回收材料进行回收。其中长虹电视、美菱冰洗、长虹空调等产品线，更是坚持节能环保、绿色、循环、低碳的发展思路，已实现了将智能创新和绿色发展相融相生的发展理念。另外，由于大量采用了无卤阻燃材料、可回收材料等绿色新材料技术，公司生产的智能电视，在节能降耗方面取得了明显的成效，并且也让电视产品在使用多年报废之后，可以更高效率地进行回收利用

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/229663325
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"将海底光缆铺设设备遗弃在海底 Facebook被批破坏环境 为Facebook铺设海底光缆工程出现故障后，承包商U.S。Army Corps of Engineers将部分损坏的设备抛弃在海底，Facebook因此遭到环保人士和美国俄勒冈州居民指责。

作者：Meta Platforms(META)
链接：https://xueqiu.com/S/META/156792859
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"宿豫区应急管理局和宿迁生态化工科技产业园管委会经现场检查发现，公司存在未按规定对危废焚烧炉排放的有害大气污染物进行检测、未设置危险废物识别标志、未按规定申报登记危险废物及未采取防范措施造成前馏分和吨袋装危险废物渗漏造成污染行为，被责令限期完成整改并处以9万元罚款。

作者：电鳗快报
链接：https://xueqiu.com/4516855116/156063753
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"金发科技的产品以自主创新开发为主，覆盖了改性塑料、环保高性能再生塑料、完全生物降解塑料、特种工程塑料、碳纤维及复合材料、轻烃及氢能源和医疗健康高分子材料产品等7大类自主知识产权产品。金发科技材料以其良好的环境友好度和卓越的性能远销全球130多个 国家和地区，为全球1000多家知名企业提供服务。公司目前改性塑料产能达到220万吨，约占到国内市场份额10%左右，是国内也是亚太 地区最大的改性塑料生产企业。

作者：心心相印o
链接：https://xueqiu.com/6351082895/231820732
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"生物柴油的原料来源广泛、充足，单以我国每年450万吨的地沟油为原料，生物柴油年产值即可达到250亿水平。

另一方面，生物柴油行业体现了资源循环利用的发展理念，符合社会发展的方向，油料作物等可再生原料的供应量将不断增加，行业产值或达千亿以上，是属于可以孕育出独角兽的行业。

当下，生物柴油行业没有主板上市企业，但在新三板挂牌的企业有5家。基于行业整体现状，五家挂牌企业虽然整体盈利不佳，但隆海生物是目前唯一在市场低迷环境下依靠生物柴油业务实现盈利的新三板企业，且毛利率最高。



作者：读懂财经
链接：https://xueqiu.com/4660283758/97333508
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"LV日前发布三款全新LV Trainer鞋款，集创造力、可持续性与环保设计于一体，均采用90%可回收和生物面料制成，鞋面材料融合了可回收聚酯纤维与玉米基塑料，鞋带的材料则来自回收塑料，鞋舌同样采用可回收聚氨酯，鞋盒为100%可回收和可循环利用纸板。



作者：DoNews
链接：https://xueqiu.com/5133207869/225962487
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"公司从关注产品升级扩展为关注人才发展，建立公司青训体系，聚焦人员多样性，鼓励人才创新，秉承“给最大的空间让优秀人才脱颖而出”的人才理念，不断完善员工晋升薪酬福利体系和人才培养体系，帮助员工建立职业发展规划；成立三七互娱大学，为员工搭建了一个学习分享的平台，全方位培养专业人才，同时也让企业文化价值观不断传承与发扬，实现公司发展和员工个人发展的双赢，力争为全球玩家提供更优质内容。

作者：痴人爱说梦话
链接：https://xueqiu.com/5671817969/163015451
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"值得一提的是，苹果已经定了一个目标，在未来生产新iPhone中不再消耗地球上的任何东西，虽然目前还没没有实现，但是已经取得了成效。例如Mac电脑上40%的铝都是回收再利用的，iPhone 12中98%的稀土也都是回收再利用的。据悉，苹果已经在新、旧、二手三类产品之间建立了一个闭环，通过使用机器人把旧iPhone上的可再利用的东西换到新iPhone的相关部件上。



作者：芯智讯
链接：https://xueqiu.com/2156146731/186570929
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
作为招行银行的唯一女性高管，也是行内职务最高的女性，刘辉的离任让业内颇感突然,0
"因此，敢于承诺10年包修，就绝对是对自己产品质量信心十足。否则在10年产品的实际使用周期内，一旦大批产品质量问题，就有可能把这家企业置于生死线上。格力10年包修，对于大到整机小到一个螺丝钉都会负责到底，由格力负责全程解决，并且不收用户的一分钱，就是体现出格力对自身产品的绝对信心

作者：家电魂
链接：https://xueqiu.com/6067386012/209084437
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"2021年2月27日23时10分许，吉林化纤股份有限公司发生一起较大中毒事故，造成5人死亡、8人受伤，直接经济损失约829万元。事故的直接原因是，长丝八车间部分排风机停电停止运行，该车间三楼回酸高位罐酸液中逸出的硫化氢无法经排风管道排出，致硫化氢从高位罐顶部敞口处逸出，并扩散到楼梯间内。硫化氢在楼梯间内大量聚集，达到致死浓度。新原液车间工艺班班长在经楼梯间前往三楼作业岗位途中，吸入硫化氢中毒，在对其施救过程中多人中毒，导致事故后果扩大。

　　主要教训：吉林化纤股份有限公司重要安全设备缺失，未设置固定式有毒气体报警装置、事故通风系统、全线DCS集散式自动控制系统和双回路电源供电；风险辨识和管控缺失，未辨识出八纺酸站三楼存在硫化氢中毒风险；事故应急处置不力，未制定现场处置方案，未配备应急器材等管控措施；相关人员安全意识淡薄，安全教育和培训流于形式。



作者：中国网财经
链接：https://xueqiu.com/9293278021/194772469
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"昌都高争建材股份有限公司(以下简称高争建材)石灰岩矿山将开采的矿石从海拔约4600米的山顶，直接自然滚落到海拔约4200米的工业广场，形成高差约400米的碎石陡坡，矿区山体自然生态破坏殆尽，安全隐患十分突出。

作者：中国网财经
链接：https://xueqiu.com/9293278021/216196032
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"在 VivaTech 2021 峰会上，苹果 CEO 蒂姆・库克（Tim Cook）透露：“最新 iPhone 将取名 iPhone 13，并且未来新 iPhone 的生产将不再消耗地球资源，而完全依靠可再生资源制造。”

对此，库克解释：“苹果早在几年前就已经开始节能、减排实现成为碳中和企业。做出这项决定旨在进步当代人们对碳中和的理解，同时，希望能够在 2030 年全面实现从供应链到用户端的全生态碳中和化。”



作者：DeepTech深科技
链接：https://xueqiu.com/5983518614/187666081
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近年来，广西北部湾银行从建立绿色资产负债管理体系、专营机构、专项信贷和产品创新等方面系统打造绿色金融体系，助推广西经济社会发展全面绿色转型。



作者：标准排名
链接：https://xueqiu.com/9609507785/225671029
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"一直以来,健合集团坚持以实际行动不遗余力地投入到公益事业当中。合生元母婴救助基金作为健合集团践行初心使命,推进企业发展中的重要一环,自成立以来,始终围绕母婴健康公益事业大力投入与大胆创新,并成功打造了多种形式公益项目,至今已启动了包括合生元母婴救助“爱心定点医院”、合生元“亲亲快跑”全国巡回亲子公益跑、“母乳更+”早产儿营养支持项目以及 “天使之旅-先天性心脏病救治行动”等多项公益活动。截止到2020年7月,基金捐款超过4100万元,物资捐赠超过3500万元,为1893名母亲及儿童提供救助,受助区域遍布中国大陆地区

作者：聚焦互联网
链接：https://xueqiu.com/7718549533/162177982
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"2022年3月10日，亚马逊云科技宣布，推出全新的碳足迹工具，为客户建立可持续发展的业务。通过使用该工具，客户能够轻松了解使用亚马逊云科技如何减少碳足迹，以及与本地部署解决方案的对比。

这一新工具使用易于理解的可视化方式，向客户展示其历史碳排放量，根据客户用量变化评估碳排放趋势，估算他们使用亚马逊云科技替代本地数据中心而减少的碳排放量，而且能够根据当前用量预估未来的碳排放量。随着亚马逊在2025年实现100%可再生能源的运营，比其2030年的原定目标提前五年，并将在2040年实现净零碳排放，该工具将显示客户的碳排放量的变化趋势。



作者：趣味科技
链接：https://xueqiu.com/8181523997/213638044
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"BMW i循环概念车（BMW i Vision Circular）的设计全面应用了循环经济的原则，实现100%使用再利用材料和100%可回收，从而将宝马集团致力于打造“最绿色电动汽车”的愿景再次推进一步。



作者：EV世纪
链接：https://xueqiu.com/7901138929/196860465
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"未按时缴纳碳排放配额，违法。近日，浙江省绍兴市一家企业由于未按时足额清缴碳排放配额，被生态环境部门依法罚款两万元。这是浙江省首例涉及碳排放的环境违法案件，也是首起针对重点排放单位未按时足额清缴碳排放配额进行行政处罚的案件

作者：碳界
链接：https://xueqiu.com/1422697295/215617398
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"在发布会上，联想集团副总裁、电脑和智能设备首席质量官王会文表示，作为国内最早投身ESG实践的公司，联想集团一直在可持续发展方面积极推进各项工作，做出了诸多有益探索。

此次在报告中，联想在塑料污染源头管控等方面的经验与实践，将为行业改善塑料污染问题提供新参考。

报告一发布，将有助于社会各界全面认识和理解塑料污染，客观看待我国塑料污染治理成效，有效激励企业和社会公众广泛参与到塑料污染治理当中，为全球塑料污染治理贡献更多中国智慧与中国力量



作者：行者财经
链接：https://xueqiu.com/1459350397/220178771
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"当前，国外市场由美敦力和史塞克两家公司占据，国内市场仍处于空白，无活性骨材料市场规模约为21亿元，自体骨市场规模约为50-60亿元，市场空间广阔。2021年11月，公司产品进入“主审审评”阶段，有望于今年年内取得注册证，有望在该领域加快国产替代的进程，依靠性价优势抢占市场份额。

此外，光固化复合树脂已完成首例受试者入组，正式进入临床试验；乳房补片项目已完成临床试验牵头单位伦理审查及备案工作；宫腔修复膜项目的研发将分为膜产品（防粘连）、已经发生瘢痕的子宫内膜产品两部分，拟用于轻中度宫腔粘连分离术后预防再粘连。作为唯一全部中标的脑膜厂商，公司有望提升在该领域的话语权



作者：老范研报
链接：https://xueqiu.com/1256808809/230112226
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"值得一提的是，苹果已经定了一个目标，在未来生产新iPhone中不再消耗地球上的任何东西，虽然目前还没没有实现，但是已经取得了成效。例如Mac电脑上40%的铝都是回收再利用的，iPhone 12中98%的稀土也都是回收再利用的。据悉，苹果已经在新、旧、二手三类产品之间建立了一个闭环，通过使用机器人把旧iPhone上的可再利用的东西换到新iPhone的相关部件上。



作者：芯智讯
链接：https://xueqiu.com/2156146731/186570929
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"经查实，2015年7月，该站未经批准，擅自平整位于霞山区海头街道东纯村的集体土地并建平房、围墙、大门和铺设硬底化路面等设施。经湛江市国土资源测绘院测量，并由该站确认，实际占地面积6895.5平方米，其中建筑面积169.89平方米，硬底化路面3282.4平方米。该宗用地地类属果园（6837平方米）、农村道路（58.5平方米），不符合土地利用总体规划。湛江市市区建筑垃圾管理站未经批准，擅自平整集体土地并进行非农建设的行为，违反了《中华人民共和国土地管理法》第四十三条、第四十四条的规定，构成了未经批准非法占用土地的违法事实。



作者：罚与法
链接：https://xueqiu.com/5661631344/231341615
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"在产品包装方面，荣耀官方承诺产品包装以及包装内的印刷品均采用资源消耗少、可再生的大豆油墨来印制，以代替不可再生的石油资源。大豆油墨会替换掉传统油墨中石油溶剂等成分，因此会减少可挥发性污染物，以及其他可能有害健康的物质，分解后也可以完全融入自然环境。目前荣耀所有产品的彩盒包装及资料说明书均采用大豆油墨印刷，这样的绿色行动，带来的益处是显而易见的。这能累计减少了约68吨CO2排放，相当于3778棵树一年吸收的二氧化碳。



作者：易北辰
链接：https://xueqiu.com/4249380323/177802783
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"字节跳动官微宣布，员工假期及健康福利计划升级，新增“家庭关爱假”，每年10个工作日；“全薪病假”天数从半年4个工作日提升至全年12个工作日，丧假也分别比之前的假日多出两个工作日。



作者：大力财经
链接：https://xueqiu.com/3811527599/232173217
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"拥抱场景，连接无限，2019年开放银行建设热潮依旧，神州信息新增广州银行、兰州银行、阜新银行等客户。其中，协助建设银行建设的开放银行管理平台融合了住房租赁、普惠金融、政务、医疗等生态，实现一站式用户服务，该项目获得了2019年度IDC中国金融行业技术应用场景最佳创新卓越奖，成为业内开放银行标杆案例。目前，神州信息累计30多个开放银行案例。除开放银行的技术支持外，神州信息还提供后续的场景接入及数据安全服务。神州信息凭借600多个开放场景资源，帮助银行快速梳理对外开放服务体系，与各行业商户合作，嫁接各类生态。同时，提供外部数据引入、内部数据整合等大数据分析、决策服务，提升风险预测及防范能力。2019年，神州信息推出区块链技术平台，将其应用在开放银行账单清算，以降低结算差错率

作者：证券市场红周刊
链接：https://xueqiu.com/2994748381/141952909
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
